Key,English,Chinese,ChineseTraditional
str_mapevent_desc201,"Found a white - haired old man in front, waving to you, you should?",前面发现一个白发老爷爷，在向你招手，你应该？,前面發現一個白髮老爺爺，在向你招手，你應該？
str_mapevent_desc202,"Passing by a pile of grass, I found a silver reflection in the depths of the grass. When I got closer, IT turned out to be a stone tablet, which seemed to have a long history and could not read the records on it very clearly.",路过草丛堆，发现草丛深处有个银色反光处，走近一看，竟然是一块石碑，石碑看起来历史悠久，上面的记载看不太清了。,路過草叢堆，發現草叢深處有個銀色反光處，走近一看，竟然是一塊石碑，石碑看起來歷史悠久，上面的記載看不太清了。
str_mapevent_desc203,"You found a golden bundle in a deserted field, which seems to contain many good things. What do you want to do?",你在荒芜人烟的野外捡到了一个闪着金光的包袱，似乎装了不少好东西。你想怎么做？,你在荒蕪人煙的野外撿到了一個閃著金光的包袱，似乎裝了不少好東西。你想怎麼做？
str_mapevent_desc204,"In front of a huge fruit tree, above the hanging glistening fruit, looks drooling.",前面有一个巨大的果树，上面的挂着亮晶晶的水果，看起来垂涎欲滴。,前面有一個巨大的果樹，上面的掛著亮晶晶的水果，看起來垂涎欲滴。
str_mapevent_desc205,"There were rainbows in the sky, running through the mist to the spring by the river.",天边泛起彩虹，彩虹从雾里穿插，衔接到了河边的清泉上。,天邊泛起彩虹，彩虹從霧裏穿插，銜接到了河邊的清泉上。
str_mapevent_desc206,"In front of them was found a formation of steles, with a slab in the middle, carved with some modern designs.",在前方发现一个石碑堆砌成的阵型，中间有一块石板，上面刻画有些类似现代的图案。,在前方發現一個石碑堆砌成的陣型，中間有一塊石板，上面刻畫有些類似現代的圖案。
str_mapevent_desc207,"The front found a hidden cave, after entering the cave found that the cave is divided into two forks, the left fork of the entrance of the dark, a look at the end, the right fork of the entrance of the silver shining light.",前方发现一个隐藏的山洞，进入山洞之后发现山洞分为两条岔路口，左边岔路的洞口黑漆漆的，一眼望不到底，右边岔路的洞口有银闪闪的光亮透出。,前方發現一個隱藏的山洞，進入山洞之後發現山洞分為兩條岔路口，左邊岔路的洞口黑漆漆的，一眼望不到底，右邊岔路的洞口有銀閃閃的光亮透出。
str_mapevent_desc208,"When I passed through the jungle, I saw a fox and a weasel fighting in front of me.",路过丛林的时候，看见狐狸和黄鼠狼在前面争斗，似乎在抢夺什么宝物？,路過叢林的時候，看見狐狸和黃鼠狼在前面爭鬥，似乎在搶奪什麼寶物？
str_mapevent_desc209,"The front found a hidden cave, after entering the cave found that the cave is divided into two forks, the left fork of the entrance of the dark, a look at the end, the right fork of the entrance of the silver shining light.",前方发现一个隐藏的山洞，进入山洞之后发现山洞分为两条岔路口，左边岔路的洞口黑漆漆的，一眼望不到底，右边岔路的洞口有银闪闪的光亮透出。,前方發現一個隱藏的山洞，進入山洞之後發現山洞分為兩條岔路口，左邊岔路的洞口黑漆漆的，一眼望不到底，右邊岔路的洞口有銀閃閃的光亮透出。
str_mapevent_desc210,Far away by the river there was a graceful girl playing in the water. Her beautiful voice attracted a flock of larks dancing around.,远处河边有一个身材曼妙的少女在玩水，美妙的歌喉吸引了一群百灵鸟围绕在周边起舞。,遠處河邊有一個身材曼妙的少女在玩水，美妙的歌喉吸引了一群百靈鳥圍繞在周邊起舞。
str_mapevent_desc211,"You accidentally go down a giant rabbit hole, and it's just an empty hutch. What are you going to do?",你意外钻入了一个巨大的兔子洞，洞里只有一个空荡荡的草窝。你要怎么做？,你意外鑽入了一個巨大的兔子洞，洞裏只有一個空蕩蕩的草窩。你要怎麼做？
str_mapevent_desc212,You meet a raggedly dressed caveman who claims to be the prince of the Ulan tribe. What do you do when you run out of the house for fun and get lost with your guard?,你遇到一个穿着破破烂烂的原始人，自称是乌兰部落的王子。因为贪玩跑出来，结果和侍卫走丢了，你要怎么做？,你遇到一個穿著破破爛爛的原始人，自稱是烏蘭部落的王子。因為貪玩跑出來，結果和侍衛走丟了，你要怎麼做？
str_mapevent_desc213,You meet a primitive person who calls herself Xiao Yu. She tells you a story about her longing for the sea and her desire to travel on the sea. She asks you: Do you have a dream?,你遇到了一个自称小玉的原始人，她向你讲述了自己从小向往大海，想要出海旅行的故事。她询问你：你们有梦想吗?,你遇到了一個自稱小玉的原始人，她向你講述了自己從小嚮往大海，想要出海旅行的故事。她詢問你：你們有夢想嗎?
str_mapevent_desc214,"A flustered seeker stops you, claiming he has amnesia from hitting a tree and can't remember who he is. You can't bear to see him alone. Do you want to take him in?",一个神色慌张的探索者拦住了你的去路，声称自己因为撞到树而失忆，记不起自己的身份。看着他孤苦无依的样子，你心有不忍，要不要收留他呢？,一個神色慌張的探索者攔住了你的去路，聲稱自己因為撞到樹而失憶，記不起自己的身份。看著他孤苦無依的樣子，你心有不忍，要不要收留他呢？
str_mapevent_opt1_1,attack,发起攻击,發起攻擊
str_mapevent_opt1_2,Friendly negotiation,友好协商,友好協商
str_mapevent_opt1_3,Turned and walked away,转身走掉,轉身走掉
str_mapevent_opt2_4,"Loud noise,",高声喧哗,高聲喧嘩
str_mapevent_opt2_5,Be careful with,小心通过,小心通過
str_mapevent_opt2_6,Offer the sacrifices,献上祭品,獻上祭品
str_mapevent_opt3_7,Rely on intuition,依靠直觉,依靠直覺
str_mapevent_opt3_8,Pray to the gods,祈求神灵,祈求神靈
str_mapevent_opt3_9,A loud voice,大声呼喊,大聲呼喊
str_mapevent_opt4_10,Pray to the gods,祈求神灵,祈求神靈
str_mapevent_opt4_11,Damage to the altar,毁坏祭坛,毀壞祭壇
str_mapevent_opt4_12,Around the altar,绕过祭坛,繞過祭壇
str_mapevent_opt5_13,Controlled by evil gods,被邪神控制,被邪神控制
str_mapevent_opt5_14,It's a den of robbers.,是个强盗窝,是個強盜窩
str_mapevent_opt5_15,No abnormal,没有异常,沒有異常
str_mapevent_opt6_16,Golden axe,金斧头,金斧頭
str_mapevent_opt6_17,Silver axe,银斧头,銀斧頭
str_mapevent_opt6_18,Iron axe,铁斧头,鐵斧頭
str_mapevent_opt7_19,Sharp spear,锋利长矛,鋒利長矛
str_mapevent_opt7_20,Magic scrolls,魔法卷轴,魔法卷軸
str_mapevent_opt7_21,Pet Barnes,宠物巴恩,寵物巴恩
str_mapevent_opt8_22,attack,发起进攻,發起進攻
str_mapevent_opt8_23,Dive into the reconnaissance,潜入侦察,潛入偵察
str_mapevent_opt8_24,Against leader,策反头目,策反頭目
str_mapevent_opt201_201,Go and have a look,走过去看看,走過去看看
str_mapevent_opt201_202,Ignore him,不理他,不理他
str_mapevent_opt201_203,Walk in and see what it says,走进看看石碑上面写的什么,走進看看石碑上面寫的什麼
str_mapevent_opt201_204,There's something wrong with the tablet. Is there something weird,石碑不对劲，莫非有什么古怪,石碑不對勁，莫非有什麼古怪
str_mapevent_opt201_205,Hurry on and leave,急着赶路，匆匆离去,急著趕路，匆匆離去
str_mapevent_opt201_206,To the chief,交给酋长,交給酋長
str_mapevent_opt201_207,Are your own,据为己有,據為己有
str_mapevent_opt201_208,To replace the,放回原处,放回原處
str_mapevent_opt201_210,Don't eat for nothing!,不吃白不吃！,不吃白不吃！
str_mapevent_opt201_211,Danger! There is no such thing as a free lunch!,危险！天下没有免费的午餐！,危險！天下沒有免費的午餐！
str_mapevent_opt201_212,Take them off and let Barn taste them first,摘下来让巴恩先尝尝,摘下來讓巴恩先嘗嘗
str_mapevent_opt201_213,Kick the tree down.,一脚踢倒这颗树。,一腳踢倒這顆樹。
str_mapevent_opt201_214,Go to the spring and drink from it,走到清泉边，喝一口泉水,走到清泉邊，喝一口泉水
str_mapevent_opt201_215,"Get down on your knees, kowtow, and wish you could find your way home",跪下磕头，许愿能找到回家的路,跪下磕頭，許願能找到回家的路
str_mapevent_opt201_216,What's so new about rainbows? Turn around and walk away,彩虹有啥稀奇的，转头就走,彩虹有啥稀奇的，轉頭就走
str_mapevent_opt201_217,What's wrong with walking in,走进看看有什么蹊跷,走進看看有什麼蹊蹺
str_mapevent_opt201_218,He turned his head and walked away,遇事不决，扭头就走,遇事不決，扭頭就走
str_mapevent_opt201_219,Take the left fork into the cave,选择左边的岔路进入山洞,選擇左邊的岔路進入山洞
str_mapevent_opt201_220,Take the right fork into the cave,选择右边的岔路进入山洞,選擇右邊的岔路進入山洞
str_mapevent_opt201_221,He turned his head and walked away,遇事不决，扭头就走,遇事不決，扭頭就走
str_mapevent_opt201_222,Help the fox,帮助狐狸,幫助狐狸
str_mapevent_opt201_223,Help the weasel,帮助黄鼠狼,幫助黃鼠狼
str_mapevent_opt201_224,Steal the treasure chest,偷偷拿走宝箱,偷偷拿走寶箱
str_mapevent_opt201_225,Take the left fork into the cave,选择左边的岔路进入山洞,選擇左邊的岔路進入山洞
str_mapevent_opt201_226,Take the right fork into the cave,选择右边的岔路进入山洞,選擇右邊的岔路進入山洞
str_mapevent_opt201_227,"Attracted by the song, involuntarily walked forward",被歌声吸引，不由自主的向前走去,被歌聲吸引，不由自主的向前走去
str_mapevent_opt201_228,"Secretly picked up a stone, ready to throw the girl's head",偷偷拿起一块石头，准备投掷少女的脑门,偷偷拿起一塊石頭，準備投擲少女的腦門
str_mapevent_opt201_229,"Color is empty, empty is color",色即是空，空即是色,色即是空，空即是色
str_mapevent_opt201_230,"Search, a",搜刮一番,搜刮一番
str_mapevent_opt201_231,Waiting for him,守株待兔,守株待兔
str_mapevent_opt201_232,There seems to be danger. Go ahead,似乎有危险，先溜,似乎有危險，先溜
str_mapevent_opt201_233,To remind him of the dangers of society,让他认识到社会的险恶,讓他認識到社會的險惡
str_mapevent_opt201_234,Send him back to the Ulan tribe,送他回乌兰部落,送他回烏蘭部落
str_mapevent_opt201_235,Help him find the guards,帮他寻找侍卫,幫他尋找侍衛
str_mapevent_opt201_236,There used to be,曾经有,曾經有
str_mapevent_opt201_237,Dreaming of a meal?,梦想能当饭吃?,夢想能當飯吃?
str_mapevent_opt201_238,I'm living my dream,我活成了梦想中的样子,我活成了夢想中的樣子
str_mapevent_opt201_239,Kind reception,好心收留,好心收留
str_mapevent_opt201_240,Cruel refused to,狠心拒绝,狠心拒絕
str_mapevent_opt201_241,Question his,质疑他,質疑他
str_mapevent_result_1,Your attack has provoked fierce resistance from the barbarians.,你的进攻招来了野蛮人顽强的反抗。,你的進攻招來了野蠻人頑強的反抗。
str_mapevent_result_2,The barbarians refused to talk and attacked you.,这群人野蛮人拒绝沟通，并向你发起了攻击。,這群人野蠻人拒絕溝通，並向你發起了攻擊。
str_mapevent_result_3,Retreating footsteps alert the barbarians and they attack you.,撤退的脚步声惊动了野蛮人，他们向你发起了攻击。,撤退的腳步聲驚動了野蠻人，他們向你發起了攻擊。
